ID,table,diagnosis Year,Age Specific Incidence Age0_49,age Specific Incidence  Age 0-54,ageSpecificIncidenceAge 55-59,age SpecificIncidence Age60-64,ageSpecificIncidenceAge65_69,age Spes IncidenceAge70-74,Age_Specific_IncidenceAge75_79,Age80_84,Age85_89,Age 90
760,,,,,,,,,,,,
761,ILS3/East of England,All Years,,,,,,,,,,
762,ILS3/East of England,2016,0.43151948,3.6782286,1.0373122,3.4785836,0,0,1.8096272,2.341372,0,6.1865873
763,ILS3/East of England,2017,0.32290736,1.817009,3.0211177,2.2807097,0,2.4347486,5.3760552,2.3152971,3.6023054,0
764,ILS3/East of England,2018,0.75429899,2.7272975,,3.3582215,5.8372345,5.8196378,5.2139454,6.7893271,10.850695,6.043757
765,ILS3/East of England,2019,8.1915798,63.123806,59.123634,95.30278,128.48424,118.77977,121.02724,194.30766,152.74768,140.72945
766,ILS3/East of England,2020,5.9272861,49.952362,69.656639,92.872314,94.486305,122.59354,128.75331,125.9947,141.16817,128.2724
767,ILS3/East of England,2021,6.347724,64.968819,94.955254,95.587807,139.99835,158.88968,188.5746,216.00604,171.64435,190.82452
768,ILS3/East of England,2022,0.11112864,0,0,3.0611932,0,1.2271745,2.7660222,2.2471404,0,5.8723354
769,ILS3/East of England,2023,0.11112864,1.9051248,0.91669953,0,0,2.454349,0,2.2471404,6.9113278,0
770,,,,,,,,,,,,
771,ILS3/London,All Years,,,,,,,,,,
772,ILS3/London,2016,0.27396247,3.2987514,0.99188638,3.7012818,0,0,2.3968744,3.1148767,0,8.7199163
773,ILS3/London,2017,0.20518363,1.6241676,2.8823705,2.3997216,0,3.4804399,7.1622977,3.058291,4.8825741,0
774,ILS3/London,2018,0.47494239,2.4040773,4.6646142,3.4930024,7.0961242,8.3280592,7.0713024,8.9648581,14.301377,8.2487831
775,ILS3/London,2019,5.1420493,55.025681,56.165016,98.187485,151.67474,168.04279,,256.51489,202.61038,186.56717
776,ILS3/London,2020,3.7154632,42.671894,66.280182,95.241226,108.77198,170.34163,184.44724,166.49141,188.86633,166.69193
777,ILS3/London,2021,4.8618159,53.096767,78.13279,79.72776,117.78427,137.83516,163.14258,184.14511,149.95314,157.41833
778,ILS3/London,2022,0.071714304,0,0,3.195739,0,1.6811808,4.235045,3.1671629,0,8.2041187
779,ILS3/London,2023,0.071714304,1.5908115,0.87518162,0,0,3.3623617,0,3.1671629,9.8784943,0
780,,,,,,,,,,,,
781,ILS3/North East,All Years,,,,,,,,,,
782,ILS3/North East,2016,1.7775408,13.487086,3.5615072,11.920372,0,0,6.5078745,9.1583481,0,28.79355
783,ILS3/North East,2017,1.335815,6.7437706,10.484378,7.8189139,0,9.2004786,19.50712,8.8967972,15.698587,0
784,ILS3/North East,2018,3.1104062,10.319563,17.185083,11.429007,20.316118,21.655334,19.32616,25.614754,45.392647,29.239765
785,ILS3/North East,2019,33.601406,241.15756,210.80548,322.9039,441.60944,435.43796,458.65796,730.77563,620.31158,679.50171
786,ILS3/North East,2020,24.253649,194.30052,249.99167,316.99762,322.60699,441.28464,497.32916,468.36484,572.24609,623.40607
787,ILS3/North East,2021,22.639801,235.08987,336.02631,338.99707,482.70313,522.01849,573.7428,677.39203,525.90063,515.68542
788,ILS3/North East,2022,0.47719941,0,0,10.600332,0,4.276794,10.623606,8.1221571,0,26.553371
789,ILS3/North East,2023,0.47719941,7.5261536,3.4093621,0,0,8.5535879,0,8.1221571,27.251669,0
790,,,,,,,,,,,,
791,ILS3/North West,All Years,,,,,,,,,,
792,ILS3/North West,2016,0.6246779,4.9401622,1.373683,4.6816478,0,0,2.4731662,3.4163506,0,10.190563
793,ILS3/North West,2017,0.47060522,2.4656048,3.9978144,3.0642419,0,3.4527407,7.3324533,3.3332222,5.4788518,0
794,ILS3/North West,2018,1.1000184,3.7133768,6.5384264,4.5244093,7.9468513,8.1893377,7.1450686,9.7310972,16.227619,10.017029
795,ILS3/North West,2019,11.96971,86.537735,78.534691,128.86789,173.77592,166.36806,167.09012,277.38376,228.39539,230.61401
796,ILS3/North West,2020,8.6786652,68.889854,93.294029,125.30968,128.01814,170.21812,180.9126,177.24983,210.20547,212.76596
797,ILS3/North West,2021,8.3966579,80.969643,117.7399,119.36475,173.09552,194.02663,223.79709,257.7984,208.92093,227.07919
798,ILS3/North West,2022,0.15837646,0,0,4.0341015,0,1.6719612,3.9343746,3.0742745,0,9.678668
799,ILS3/North West,2023,0.15837646,2.595717,1.2274909,0,0,3.3439224,0,3.0742745,10.119921,0
800,,,,,,,,,,,,
801,ILS3/South East,All Years,,,,,,,,,,
802,ILS3/South East,2016,0.35222521,3.1380918,0.90763867,3.1469963,0,0,1.6762773,2.1694798,0,5.3092647
803,ILS3/South East,2017,0.26433209,1.54776,2.6344907,2.0573804,0,2.2768669,4.955729,2.1310148,3.2691491,0
804,ILS3/South East,2018,0.61664504,2.3108208,4.2690892,3.0127439,5.3742638,5.429884,4.8028431,6.2765446,9.7216368,5.2232957
805,ILS3/South East,2019,6.7009416,53.237453,51.344479,84.722656,117.61246,110.12167,111.90484,180.15805,137.68813,121.40834
806,ILS3/South East,2020,4.8446198,42.109531,60.259357,82.709053,86.179626,113.13521,119.59603,115.29126,128.4604,110.64729
807,ILS3/South East,2021,4.8833404,52.430347,77.219444,77.518646,114.85581,133.35461,155.86559,181.22508,146.50404,155.29961
808,ILS3/South East,2022,0.09297923,0,0,2.7806356,0,1.1599448,2.6304369,2.1068599,0,5.3625054
809,ILS3/South East,2023,0.09297923,1.6401509,0.80547726,0,0,2.3198895,0,2.1068599,6.4693513,0
810,,,,,,,,,,,,
811,ILS3/South West,All Years,,,,,,,,,,
812,ILS3/South West,2016,0.49769196,3.8841362,1.0706867,3.4492671,0,0,1.8103479,2.4160426,0,6.1180787
813,ILS3/South West,2017,0.37255371,1.9158556,3.1091628,2.2625971,0,2.3714945,5.304852,2.3738308,3.6321371,0
814,ILS3/South West,2018,0.86700189,2.8751881,5.0431185,3.3359652,5.6185455,5.6607189,5.0686808,6.9587808,10.860515,6.0496068
815,ILS3/South West,2019,9.4178295,66.36338,60.658833,94.670181,122.7482,115.34281,116.67306,199.90005,154.24902,140.82028
816,ILS3/South West,2020,6.811306,52.4109,71.51371,92.42733,90.364204,118.21366,122.63437,126.93747,141.22798,127.1162
817,ILS3/South West,2021,6.6518822,66.924065,99.189598,101.69155,150.6736,170.02602,197.42955,228.51266,180.25325,178.62459
818,ILS3/South West,2022,0.12928349,0,0,3.0925922,0,1.1734059,2.6717608,2.1943297,0,5.820044
819,ILS3/South West,2023,0.12928349,2.0515976,0.94742727,0,0,2.3468118,0,2.1943297,6.9336109,0
820,,,,,,,,,,,,
821,ILS3/West Midlands,All Years,,,,,,,,,,
822,ILS3/West Midlands,2016,0.58950013,4.7790298,1.3615074,4.5370679,0,0,2.342469,3.1868446,0,9.0358725
823,ILS3/West Midlands,2017,0.4409923,2.3762846,3.9425957,2.9852974,0,3.2227397,6.885788,3.1101296,5.0390525,0
824,ILS3/West Midlands,2018,1.0261973,3.5545444,6.3847175,4.4249091,7.6757751,7.826931,6.628809,9.0713921,14.959609,8.8230104
825,ILS3/West Midlands,2019,xy,,77.095253,126.32863,167.91566,160.95085,153.18756,258.1705,211.31259,203.4933
826,ILS3/West Midlands,2020,xy,,90.713371,124.37811,123.48573,167.26292,163.67604,164.68277,196.21309,185.81081
827,ILS3/West Midlands,2021,xy,,126.30164,131.40395,198.00058,223.81636,268.81012,311.47797,249.01949,245.57454
828,ILS3/West Midlands,2022,0.15286779,0,0,4.0130019,0,1.626122,3.6797173,2.814523,0,8.1806278
829,ILS3/West Midlands,2023,0.15286779,2.4953213,1.1988539,0,0,3.252244,0,2.814523,9.0473175,0
830,,,,,,,,,,,,
831,ILS3/Yorkshire_ and _the_Humber,All Years,,,,,,,,,,
832,ILS3/Yorkshire_ and _the_Humber,2016,0.6931268,5.7457232,1.5705245,5.3365588,0,0,2.7701597,3.8093786,0,11.469205
833,ILS3/Yorkshire_ and _the_Humber,2017,0.5224269,2.8551035,4.6043344,3.4872975,0,3.8502262,8.2417583,3.7425151,6.2515631,0
834,ILS3/Yorkshire_ and _the_Humber,2018,1.2207627,4.2902498,7.4951282,5.153842,9.0290194,9.1823988,8.084074,10.884156,18.48315,11.239744
835,ILS3/Yorkshire_ and _the_Humber,2019,13.279469,99.683617,90.472649,146.89247,198.10698,187.24568,188.67924,310.82227,259.36426,262.40979
836,ILS3/Yorkshire_ and _the_Humber,2020,9.5889149,78.926598,107.47757,143.13213,146.17448,192.90192,201.77864,199.50299,237.27608,241.30745
837,ILS3/Yorkshire_ and _the_Humber,2021,9.6913986,94.104706,136.51083,136.46425,195.30128,210.845,240.52632,281.95819,221.10442,226.99329
838,ILS3/Yorkshire_ and _the_Humber,2022,0.17832591,0,0,4.6612077,0,1.8931506,4.3548317,3.401592,0,10.370216
839,ILS3/Yorkshire_ and _the_Humber,2023,0.17832591,2.9700911,1.4126289,0,0,3.7863011,0,3.401592,10.895026,0
840,,,,,,,,,,,,
841,ILS4/East Midlands,All Years,,,,,,,,,,
842,ILS4/East Midlands,2016,0,2.5437524,1.4286735,3.2026646,4.314002,0,2.5571523,3.5059426,5.8688889,0
843,ILS4/East Midlands,2017,0.17358309,2.5305884,0,9.4921694,6.0641894,1.6539588,0,10.266238,5.7211509,10.168802
844,Midlands,2018,0.3470746,3.7903674,2.6879554,6.2257776,6.2567453,15.625977,4.8312678,6.6155066,5.605381,20.222446
845,Midlands,2019,6.2400875,50.66626,79.815773,109.70592,168.88124,144.96553,207.87202,205.43768,278.91714,320.69971
846,Midlands,2020,7.9506917,46.272495,98.171715,103.51354,144.31653,151.37152,167.29222,192.31982,178.45555,181.4882
847,Midlands,2021,8.0532084,53.545135,100.64724,162.17384,183.93092,259.89777,283.81677,276.36844,352.18158,370.9715
848,ILS4/East Midlands,2022,0.3524701,0,1.2670257,0,4.9130392,0,5.6229267,0,0,0
849,ILS4/East Midlands,2023,0,1.3304596,0,0,4.9130392,1.63827,1.8743088,3.095017,0,0
850,,,,,,,,,,,,
851,ILS4/East of England,All Years,,,,,,,,,,
852,ILS4/East of England,2016,0,1.9702686,1.1347775,2.5771534,3.5706635,0,2.0386114,2.6935301,4.2916613,0
853,ILS4/East of England,2017,0.12283805,1.9415402,0,7.6242757,5.0736313,1.3367375,0,7.8874722,4.14955,7.4068589
854,ILS4/East of England,2018,0.24558862,2.9230649,2.1467981,4.9854798,5.2410903,12.796887,3.8890078,5.0902243,4.0904813,14.383315
855,ILS4/East of England,2019,4.4194717,39.214916,63.486115,88.594666,140.56863,118.4864,169.7417,158.58463,203.83693,227.6176
856,ILS4/East of England,2020,5.6317959,35.745136,77.672646,84.107323,118.87112,124.22516,137.19351,149.54646,129.3661,128.75246
857,ILS4/East of England,2021,6.2236109,39.04174,71.924934,115.76158,129.47646,181.13208,203.03333,197.51776,260.65549,272.71179
858,ILS4/East of England,2022,0.25577182,0,1.0175942,0,4.0615187,0,4.5628762,0,0,0
859,ILS4/East of England,2023,0,1.0500451,0,0,4.0615187,1.3827434,1.5209588,2.4610538,0,0
860,,,,,,,,,,,,
861,ILS4/London,All Years,,,,,,,,,,
862,ILS4/London,2016,0,2.0769079,1.232772,2.9516809,4.6215706,0,2.5932264,3.3625879,5.3490238,0
863,ILS4/London,2017,0.098243698,2.0430887,0,8.6828165,6.3679056,1.8360415,0,9.9628057,5.2107759,8.373106
864,ILS4/London,2018,0.19563097,3.0376363,2.3414817,5.6532307,6.4634972,17.534632,5.0251255,6.5325322,5.107513,16.350555
865,ILS4/London,2019,3.5146708,40.354309,69.561646,99.12986,172.45026,161.58421,223.18721,202.74338,255.42145,261.48969
866,ILS4/London,2020,4.4867983,36.329144,85.721283,93.74205,144.04091,167.57791,184.56734,192.72693,163.30167,149.32411
867,ILS4/London,2021,5.5978932,37.590061,69.956413,112.33991,126.8581,184.95399,213.48363,202.54543,262.97849,284.49503
868,ILS4/London,2022,0.20787255,0,1.1096439,0,4.9414439,0,6.514658,0,0,0
869,ILS4/London,2023,0,1.0377319,0,0,4.9414439,1.8357718,2.1715527,3.2604089,0,0
870,,,,,,,,,,,,
871,ILS4/North East,All Years,,,,,,,,,,
872,ILS4/North East,2016,0,6.7263064,3.5389462,7.7790742,10.905521,0,6.2688065,8.4810448,15.135463,0
873,ILS4/North East,2017,0.47768039,6.8041096,0,23.002607,15.365704,4.3044076,0,24.64673,14.654161,28.710882
874,ILS4/North East,2018,0.96186215,10.439503,6.847908,15.01107,15.748652,40.202621,12.279733,16.006403,14.16832,57.191879
875,ILS4/North East,2019,17.290319,142.12621,206.87082,264.60861,422.00812,368.05011,541.27197,494.89639,690.49554,893.09875
876,ILS4/North East,2020,21.995888,131.63187,257.87006,253.20119,353.65176,381.8855,440.10608,468.25824,438.82977,501.18701
877,ILS4/North East,2021,19.438568,124.4211,224.50954,365.17081,400.32025,544.58813,585.41156,573.92499,740.84235,730.76044
878,ILS4/North East,2022,0.93290544,0,3.344146,0,11.574967,0,14.213967,0,0,0
879,ILS4/North East,2023,0,3.7300906,0,0,11.574967,3.9183419,4.7379894,7.6347532,0,0
880,,,,,,,,,,,,
881,ILS4/North West,All Years,,,,,,,,,,
882,ILS4/North West,2016,0,2.0765197,1.161103,2.5801125,3.4613655,0,1.9318819,2.6724391,4.5543561,0
883,ILS4/North West,2017,0.14768039,2.0809057,0,7.6163397,4.9068918,1.3267527,0,7.8536086,4.4097543,8.1980648
884,ILS4/North West,2018,0.29627523,3.1362381,2.2067018,5.0294852,5.0899653,12.598425,3.6715436,5.0623941,4.3548317,16.086222
885,ILS4/North West,2019,5.3403668,42.294922,65.593513,88.942696,137.53909,116.18421,161.60765,156.18518,217.21538,254.53143
886,ILS4/North West,2020,6.8387151,38.598446,81.123505,84.57988,117.32293,121.12018,131.68781,147.3252,138.84798,144.20158
887,ILS4/North West,2021,6.640945,38.863041,70.139091,111.77486,122.32504,169.52026,186.90192,186.69193,242.84943,256.57474
888,ILS4/North West,2022,0.29932278,0,1.0436016,0,3.9104252,0,4.4107919,0,0,0
889,ILS4/North West,2023,0,1.0972973,0,0,3.9104252,1.3019477,1.470264,2.3450508,0,0
890,,,,,,,,,,,,
891,ILS4/South East,All Years,,,,,,,,,,
892,ILS4/South East,2016,0,1.2470616,0.71749908,1.6357777,2.288923,0,1.2860248,1.6737802,2.5850482,0
893,ILS4/South East,2017,0.078010485,1.2354907,0,4.8205547,3.2438307,0.85825121,0,4.9321823,2.5282533,4.1978002
894,ILS4/South East,2018,0.15609805,1.8546681,1.3543895,3.1560178,3.3456564,8.205802,2.4448981,3.2031262,2.4850278,8.276433
895,ILS4/South East,2019,2.8141446,24.851513,40.163021,55.503735,90.064827,75.957756,106.57029,99.488564,125.19946,131.54747
896,ILS4/South East,2020,3.6007404,22.702478,49.364353,52.652164,75.873184,79.022354,86.693642,93.366394,80.818962,74.862099
897,ILS4/South East,2021,3.6953042,24.369606,45.20607,72.693199,81.90403,116.99327,130.57387,126.47953,165.83748,172.48814
898,ILS4/South East,2022,0.16061057,0,0.63612419,0,2.5366333,0,2.8801014,0,0,0
899,ILS4/South East,2023,0,0.65481025,0,0,2.5366333,0.87637812,0.96003377,1.5324966,0,0
900,,,,,,,,,,,,
901,ILS4/South West,All Years,,,,,,,,,,
902,ILS4/South West,2016,0,2.0576768,1.1382391,2.5028157,3.3493357,0,1.8586324,2.4429569,3.8671255,0
903,ILS4/South West,2017,0.13341035,2.0418372,0,7.4000988,4.7144237,1.233989,0,7.2002878,3.7629352,6.2359691
904,ILS4/South West,2018,0.2663098,3.0567641,2.1558461,4.8393927,4.8498368,11.786476,3.4733076,4.6798954,3.6943994,12.467274
905,ILS4/South West,2019,4.8086939,41.087589,63.99295,85.56353,130.09647,109.08922,150.96817,144.81276,185.14485,199.51633
906,ILS4/South West,2020,6.1277041,37.335876,78.852242,80.846344,110.4054,113.66898,121.37622,136.03319,118.86752,112.71282
907,ILS4/South West,2021,6.4736915,39.134689,72.163689,117.5779,130.26021,178.35379,198.33792,195.54622,243.93549,250.39124
908,ILS4/South West,2022,0.28209502,0,1.0285738,0,3.7772908,0,4.1045284,0,0,0
909,ILS4/South West,2023,0,1.0992514,0,0,3.7772908,1.2490633,1.3681762,2.2229137,0,0
910,,,,,,,,,,,,
911,ILS4/West Midlands,All Years,,,,,,,,,,
912,ILS4/West Midlands,2016,0,2.6199958,1.4645791,3.2223244,4.4135818,0,2.3740563,3.2544668,5.3398838,0
913,ILS4/West Midlands,2017,0.17647795,2.5907407,0,9.6035337,6.1945395,1.5978014,0,9.4825678,5.1778593,8.8912601
914,ILS4/West Midlands,2018,0.35283077,3.8921611,2.7875731,6.3410535,6.3453789,15.506761,4.4617958,6.0888362,5.1150894,17.570061
915,West Midlands,2019,6.3555169,51.960873,82.686081,112.57915,171.02567,144.88286,192.97325,187.63376,254.28799,280.68384
916,West Midlands,2020,8.0817022,47.423958,101.57642,107.34221,145.82513,152.26553,156.42548,177.05794,161.58253,159.95959
917,West Midlands,2021,7.6511669,51.890396,99.568031,165.48073,188.48679,270.13034,309.54001,301.1236,404.85831,412.31799
918,West Midlands,2022,0.36635405,0,1.3093804,0,4.9805756,0,5.3995681,0,0,0
919,West Midlands,2023,0,1.3693753,0,0,4.9805756,1.6420631,1.7998561,2.8426049,0,0
920,West Midlands,,,,,,,,,,,
921,ILS4/Yorkshire and The Humber,All Years,,,,,,,,,,
922,ILS4/Yorkshire and The Humber,2016,0,2.8728616,1.5705245,3.5577059,5.0003333,0,2.7701597,3.8093786,6.3926358,0
923,ILS4/Yorkshire and The Humber,2017,0.1741423,2.8551035,0,10.461892,7.0492034,1.9251131,0,11.227545,6.2515631,11.339154
924,ILS4/Yorkshire and The Humber,2018,0.34878936,4.2902498,2.9980512,6.8717895,7.2232156,18.364798,5.3893828,7.256104,6.1610498,22.479488
925,ILS4/Yorkshire and The Humber,2019,6.2902751,57.787601,89.013412,121.56618,194.43832,169.2413,237.78754,226.05255,307.61807,360.81348
926,ILS4/Yorkshire and The Humber,2020,8.0198193,52.617733,110.34364,115.16378,164.67758,176.82677,194.30536,213.5032,195.75276,208.40189
927,ILS4/Yorkshire and The Humber,2021,8.8260946,52.119526,94.395798,149.77783,162.75107,216.25128,235.81012,236.14,298.49097,302.65771
928,ILS4/Yorkshire and The Humber,2022,0.35665181,0,1.4126289,0,5.4269176,0,6.5322475,0,0,0
929,ILS4/Yorkshire and The Humber,2023,0,1.4850456,0,0,5.4269176,1.8931506,2.1774158,3.401592,0,0
930,,,,,,,,,,,,
931,ILS5/East Midlands,All Years,,,,,,,,,,
932,ILS5/East Midlands,2016,0.5026018,4.8144045,8.3609715,3.0738964,4.1624465,5.304008,0,3.4065747,5.6044388,0
933,ILS5/East Midlands,2017,0.50164038,4.7538686,0,4.6088614,0,7.9058881,2.4361129,19.926935,10.924783,0
934,ILS5/East Midlands,2018,0.33482385,3.5608308,3.9449806,9.0816898,7.5727744,4.5130429,4.635746,9.6043024,10.680338,19.61746
935,ILS5/East Midlands,2019,6.5217175,42.571308,86.78672,85.139435,117.20256,149.98456,168.00488,193.63167,232.9313,311.46768
936,ILS5/East Midlands,2020,4.1598167,45.583771,71.63678,93.100388,122.03517,126.38368,157.7384,188.44412,268.61285,268.66779
937,ILS5/East Midlands,2021,6.8367534,63.259998,99.980598,121.30034,191.6467,238.24855,288.48901,318.33966,298.48767,350.75412
938,ILS5/East Midlands,2022,0,1.2596362,1.2478163,2.7977507,0,1.5683814,1.7619282,0,0,0
939,ILS5/East Midlands,2023,0.5204972,1.2596362,1.2478163,1.3988754,3.2080071,1.5683814,1.7619282,2.961822,4.7691722,8.8676062
940,,,,,,,,,,,,
941,ILS5/East of England,All Years,,,,,,,,,,
942,ILS5/East of England,2016,0.32670841,3.379406,5.9553351,2.2720559,3.1289763,3.9088967,0,2.2718494,3.6813428,0
943,ILS5/East of England,2017,0.327804,3.3722832,0,3.3822253,0,5.8432374,1.7547861,13.237727,7.1395426,0
944,ILS5/East of England,2018,0.21922685,2.5223439,2.8183041,6.6663704,5.80936,3.3436987,3.3705213,6.4460678,6.9499946,12.285012
945,ILS5/East of England,2019,4.2780795,30.347734,62.404785,62.099621,89.708328,112.04851,123.32431,131.85158,152.06299,194.07198
946,ILS5/East of England,2020,2.7367358,32.363564,51.782478,68.230278,93.285812,94.954323,117.17977,129.13707,175.26456,164.62308
947,ILS5/East of England,2021,5.0379491,42.113144,63.215897,75.315788,115.09064,135.90283,167.38483,186.68024,178.21077,204.89005
948,ILS5/East of England,2022,0,0.88174868,0.89532727,2.0502307,0,1.1939158,1.2838289,0,0,0
949,ILS5/East of England,2023,0.33546877,0.88174868,0.89532727,1.0251154,2.3887727,1.1939158,1.2838289,2.0827258,3.0726686,5.642704
950,,,,,,,,,,,,
951,ILS5/London,All Years,,,,,,,,,,
952,ILS5/London,2016,0.45305723,5.4168248,9.6107645,3.7715924,5.5987906,7.2148337,0,4.0246305,6.1327119,0
953,ILS5/London,2017,0.45653275,5.3612118,0,5.5921116,0,10.905126,3.1680658,23.833168,12.040215,0
954,ILS5/London,2018,0.30414551,4.0044851,4.5813417,10.936532,10.092243,6.2575612,6.1442046,11.700011,11.788978,19.916351
955,ILS5/London,2019,5.9419246,48.229572,101.16639,102.20182,155.17488,207.70123,227.75674,239.32533,265.25198,311.79138
956,ILS5/London,2020,3.821327,51.050568,84.66906,112.32997,160.27617,175.14192,218.33443,233.67128,314.03687,264.98538
957,ILS5/London,2021,6.8870111,65.601494,100.80342,123.22208,191.5031,237.53986,297.82968,326.40948,309.98141,364.83035
958,ILS5/London,2022,0,1.3916916,1.4609845,3.4614651,0,2.1932712,2.4710271,0,0,0
959,ILS5/London,2023,0.48287174,1.3916916,1.4609845,1.7307326,4.1808643,2.1932712,2.4710271,3.9271128,5.7201695,9.6441317
960,,,,,,,,,,,,
961,ILS5/North East,All Years,,,,,,,,,,
962,ILS5/North East,2016,1.4745203,13.582804,22.09782,8.2149019,11.487651,14.69076,0,9.0876045,14.887599,0
963,ILS5/North East,2017,1.4873796,13.751848,0,12.099214,0,21.959682,6.4151912,52.938061,28.897558,0
964,ILS5/North East,2018,0.99150282,10.497585,10.744216,23.766142,20.585451,12.428021,12.513295,25.523226,28.062298,57.339451
965,ILS5/North East,2019,19.361469,128.12756,240.59724,,316.74585,410.66107,,512.8205,613.74792,889.96765
966,ILS5/North East,2020,12.397165,138.09143,201.98503,242.98569,327.62097,344.1864,431.10687,495.16812,702.54504,750.12933
967,ILS5/North East,2021,20.091196,165.51419,249.50658,293.45184,443.67285,509.47812,603.59766,694.44446,613.24609,714.28571
968,ILS5/North East,2022,0,3.703018,3.5464766,7.3773518,0,4.1478286,4.7826295,0,0,0
969,ILS5/North East,2023,1.5231055,3.703018,3.5464766,3.6886759,8.1014299,4.1478286,4.7826295,7.9182835,12.540757,24.213076
970,,,,,,,,,,,,
971,ILS5/North West,All Years,,,,,,,,,,
972,ILS5/North West,2016,0.53396457,4.7153687,7.9554496,2.9564805,3.913588,4.8879042,0,2.9992201,5.0027514,0
973,ILS5/North West,2017,0.53830099,4.7401791,0,4.4187827,0,7.3247194,2.1391289,17.497303,9.800559,0
974,ILS5/North West,2018,0.36182722,3.5936751,3.7980933,8.6975431,7.2653298,4.1857352,4.1510139,8.4321775,9.6274185,17.427675
975,ILS5/North West,2019,7.0835552,43.448349,84.118858,81.304291,112.82158,140.29683,151.56883,170.70395,210.26073,275.06876
976,ILS5/North West,2020,4.5600219,46.704277,70.23407,89.117874,118.00481,118.55769,145.49715,164.72276,243.19736,236.65742
977,ILS5/North West,2021,7.1408391,57.256279,85.044807,102.21813,156.2049,189.19702,227.29829,258.6062,244.71152,295.2756
978,ILS5/North West,2022,0,1.2453766,1.2036446,2.6273267,0,1.4625014,1.5962965,0,0,0
979,ILS5/North West,2023,0.54301,1.2453766,1.2036446,1.3136634,2.9865456,1.4625014,1.5962965,2.5566947,4.0283599,8.044405
980,,,,,,,,,,,,
981,ILS5/South East,All Years,,,,,,,,,,
982,ILS5/South East,2016,0.17205574,1.7461377,3.0326617,1.1810699,1.6295403,1.9924155,0,1.1572199,1.7932073,0
983,ILS5/South East,2017,0.17274529,1.7344023,0,1.7467248,0,3.019506,0.8851046,6.8076611,3.4894879,0
984,ILS5/South East,2018,0.11532928,1.3053013,1.4390974,3.4263394,3.0076094,1.7320216,1.6980236,3.3028736,3.4121542,5.6673279
985,ILS5/South East,2019,2.25402,15.774253,31.759377,31.81354,46.751392,58.009258,61.948895,67.434494,75.098877,88.922424
986,ILS5/South East,2020,1.4462428,16.890316,26.358845,34.846619,48.457741,,59.030521,65.635551,86.888092,77.569145
987,ILS5/South East,2021,2.2982452,21.237635,33.131413,40.599243,63.795853,78.937263,96.57032,105.84193,101.28064,122.17969
988,ILS5/South East,2022,0,0.45453513,0.45392233,1.0418729,0,0.61261374,0.66163385,0,0,0
989,ILS5/South East,2023,0.17747341,0.45453513,0.45392233,0.52093643,1.2321569,0.61261374,0.66163385,1.0506961,1.5668578,2.6143792
990,,,,,,,,,,,,
991,ILS5/South West,All Years,,,,,,,,,,
992,ILS5/South West,2016,0.4714298,4.8012867,8.04883,2.9155793,3.8646348,4.6604114,0,2.6877384,4.1218414,0
993,ILS5/South West,2017,0.47295487,4.7609978,0,4.3558435,0,7.0601525,2.0547805,15.789058,8.1261177,0
994,ILS5/South West,2018,0.31537932,3.5811489,3.823117,8.5910654,7.0459251,4.0466714,3.9373178,7.7224054,8.0032015,13.7146
995,ILS5/South West,2019,6.1913705,43.430531,84.24704,80.518707,108.93246,135.09396,143.35449,158.04922,175.9118,216.74876
996,ILS5/South West,2020,3.9681532,46.272057,70.327751,88.212593,113.25193,114.4782,136.3894,153.78128,204.3728,187.59299
997,ILS5/South West,2021,6.332355,54.970562,84.272491,102.81417,161.13777,190.36513,227.99612,255.22041,239.51459,269.05829
998,ILS5/South West,2022,0,1.260303,1.205037,2.6258435,0,1.4159693,1.5349666,0,0,0
999,ILS5/South West,2023,0.49200329,1.260303,1.205037,1.3129218,2.9440339,1.4159693,1.5349666,2.4430165,3.6667645,6.3484001
1000,,,,,,,,,,,,
1001,ILS5/West Midlands,All Years,,,,,,,,,,
1002,ILS5/West Midlands,2016,0.6700272,6.0971894,10.490611,3.8290703,5.2203875,6.1504397,0,3.8925653,6.3431654,0
1003,ILS5/West Midlands,2017,0.67341274,6.1354399,0,5.7278142,0,9.4275589,2.7505019,22.402269,12.360939,0
1004,ILS5/West Midlands,2018,0.4509044,4.6359968,4.9790878,11.386712,9.4808302,5.4326177,5.280807,10.716199,12.193635,22.239519
1005,ILS5/West Midlands,2019,8.8128424,56.032001,110.34841,107.29412,147.44684,183.56549,190.88701,215.56149,267.57047,351.06384
1006,ILS5/West Midlands,2020,5.646349,59.908562,92.002159,118.25791,153.69762,156.20792,,207.93507,309.12802,298.01666
1007,ILS5/West Midlands,2021,8.3374262,77.214775,,153.23322,243.11612,303.569,372.94144,423.63556,398.44165,478.54523
1008,ILS5/West Midlands,2022,0,1.5878309,1.5672998,3.4697526,0,1.9034929,2.0871599,0,0,0
1009,ILS5/West Midlands,2023,0.67926478,1.5878309,1.5672998,1.7348763,3.9301224,1.9034929,2.0871599,3.2941332,5.0913906,9.9780483
1010,,,,,,,,,,,,
1011,ILS5/Yorkshire and The Humber,All Years,,,,,,,,,,
1012,ILS5/Yorkshire and The Humber,2016,0.64063686,6.1218243,10.309278,3.8318582,5.1435919,6.5496464,0,3.8114114,6.5556574,0
1013,ILS5/Yorkshire and The Humber,2017,0.64688075,6.1636133,0,5.6806345,0,9.7801428,2.8804333,22.081554,12.661433,0
